ESSAITOTO;1;Banc_ 2;
Essai;Config;Client;
F3341;F;BARBIE;
Type;
caisse simple;
Intervalle;NbVoies;Supplementaires;
120;102;10;
08/05/2023 13:19:08.233;mesure;30,450;30,449;30,574;30,775;29,384;25,560;28,766;28,857;21,003;22,596;21,581;19,809;29,147;29,004;29,366;29,247;29,373;29,406;29,028;29,050;28,490;27,941;28,123;29,241;28,839;28,952;29,290;28,981;29,552;29,396;29,214;29,584;29,040;29,114;29,097;22,385;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,168;29,107;29,552;28,839;28,951;28,937;29,406;27,941;26,650;25,840;30,775;19,809;0,002;0,002;0,002;invalide;invalide;invalide;10,966;1,465;0,713;8,84  °C;1,05  °C;0,66  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
08/05/2023 13:21:08.233;mesure;30,583;30,596;30,693;30,894;29,533;25,696;28,886;29,000;25,983;26,778;25,975;26,248;29,174;29,029;29,383;29,277;29,404;29,405;29,070;29,090;28,526;27,973;28,186;29,241;28,985;29,114;29,458;29,126;29,682;29,536;29,368;29,734;29,183;29,261;29,243;22,398;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,317;29,252;29,682;28,985;28,980;28,965;29,405;27,973;28,405;27,811;30,894;25,696;0,002;0,002;0,002;invalide;invalide;invalide;5,198;1,432;0,697;5,44  °C;1,03  °C;0,65  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:23:08.233;mesure;30,689;30,700;30,794;30,974;29,638;25,762;28,963;29,095;27,074;28,013;26,898;27,912;29,200;29,043;29,395;29,305;29,423;29,392;29,095;29,122;28,605;27,903;28,253;29,237;29,067;29,249;29,588;29,239;29,739;29,607;29,402;29,794;29,281;29,371;29,349;22,387;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,415;29,379;29,739;29,067;28,998;28,991;29,423;27,903;28,876;28,711;30,974;25,762;0,002;0,002;0,002;invalide;invalide;invalide;5,212;1,520;0,672;3,67  °C;1,04  °C;0,63  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:25:08.232;mesure;30,730;30,737;30,794;30,915;29,694;25,787;29,027;29,167;27,312;28,479;26,783;28,452;29,162;29,017;29,296;29,248;29,288;28,884;29,107;29,094;28,596;27,948;28,427;29,209;29,105;29,353;29,699;29,335;29,792;29,643;29,430;29,849;29,361;29,447;29,421;22,402;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,488;29,455;29,792;29,105;28,940;29,001;29,296;27,948;28,990;28,958;30,915;25,787;0,002;0,002;0,002;invalide;invalide;invalide;5,128;1,348;0,687;3,48  °C;0,95  °C;0,63  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:27:08.233;mesure;30,550;30,537;30,511;30,518;29,645;25,669;28,997;29,108;27,258;28,503;26,599;28,476;28,427;28,375;28,151;28,194;27,937;25,647;28,049;27,973;26,761;26,617;27,466;27,749;29,005;29,394;29,756;29,362;29,728;29,524;29,262;29,713;29,373;29,440;29,421;22,408;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,462;29,488;29,756;29,005;27,612;28,313;28,427;25,647;28,864;28,949;30,550;25,669;0,002;0,002;0,002;invalide;invalide;invalide;4,882;2,780;0,750;3,37  °C;2,56  °C;0,65  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
08/05/2023 13:29:08.232;mesure;30,351;30,345;30,318;30,359;29,576;25,565;28,951;29,020;27,268;28,430;26,436;28,408;27,077;27,075;26,384;26,477;26,150;22,408;26,369;26,210;24,465;24,676;25,861;25,708;28,887;29,382;29,732;29,336;29,626;29,390;29,140;29,576;29,326;29,379;29,361;22,420;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,392;29,420;29,732;28,887;25,738;26,608;27,077;22,408;28,752;28,794;30,359;25,565;0,002;0,002;0,002;invalide;invalide;invalide;4,794;4,669;0,845;3,30  °C;3,26  °C;0,68  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:31:08.233;mesure;30,253;30,250;30,247;30,319;29,539;25,547;28,916;28,961;27,250;28,432;26,113;28,410;25,821;25,963;24,768;24,944;24,303;20,029;24,496;24,432;22,488;22,927;23,985;23,813;28,807;29,350;29,695;29,286;29,558;29,299;29,059;29,480;29,275;29,307;29,285;22,444;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,332;29,356;29,695;28,807;23,997;24,764;25,963;20,029;28,686;28,711;30,319;25,547;0,002;0,002;0,002;invalide;invalide;invalide;4,772;5,934;0,888;3,34  °C;3,49  °C;0,69  °C;58,39  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
08/05/2023 13:33:08.233;mesure;30,195;30,193;30,198;30,272;29,517;25,579;28,892;28,924;27,203;28,429;25,940;28,410;24,737;24,954;23,351;23,549;22,709;18,627;23,113;23,254;20,956;21,516;22,640;22,482;28,758;29,317;29,657;29,238;29,501;29,234;29,009;29,426;29,232;29,255;29,230;22,449;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,284;29,304;29,657;28,758;22,657;23,241;24,954;18,627;28,646;28,659;30,272;25,579;0,007;0,007;0,007;invalide;invalide;invalide;4,693;6,327;0,899;3,34  °C;3,54  °C;0,70  °C;58,39  °C;NaN  °C;NaN W;0,02 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:35:08.233;mesure;30,158;30,165;30,162;30,237;29,503;25,566;28,885;28,889;27,256;28,416;25,955;28,395;23,745;24,058;22,243;22,381;21,597;17,419;21,812;22,023;19,773;20,394;21,556;21,332;28,700;29,281;29,625;29,201;29,455;29,200;28,968;29,383;29,183;29,209;29,180;22,463;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,244;29,260;29,625;28,700;21,528;22,034;24,058;17,419;28,632;28,637;30,237;25,566;0,007;0,007;0,007;invalide;invalide;invalide;4,671;6,638;0,925;3,31  °C;3,62  °C;0,71  °C;58,39  °C;NaN  °C;NaN W;0,02 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
08/05/2023 13:37:08.233;mesure;30,135;30,140;30,142;30,228;29,499;25,581;28,884;28,877;27,246;28,441;25,970;28,420;22,764;23,124;21,280;21,325;20,752;16,392;20,774;20,760;18,822;19,478;20,424;20,186;28,703;29,263;29,592;29,178;29,438;29,207;28,986;29,384;29,163;29,186;29,153;22,464;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,230;29,234;29,592;28,703;20,507;20,964;23,124;16,392;28,630;28,628;30,228;25,581;0,002;0,002;0,002;invalide;invalide;invalide;4,647;6,731;0,889;3,29  °C;3,63  °C;0,69  °C;58,39  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
