ESSAITOTO;1;Banc_ 2;
Essai;Config;Client;
F3339;F;PROXIMUM__SERVICES;
Type;
caisse simple;
Intervalle;NbVoies;Supplementaires;
120;102;10;
30/04/2023 08:34:11.215;mesure;31,369;31,363;31,301;31,303;31,323;31,360;31,363;31,304;31,343;31,282;31,309;31,308;31,227;31,266;31,257;31,284;31,268;31,277;31,253;31,272;31,138;31,003;31,193;31,291;30,984;31,012;31,007;30,979;31,033;30,973;30,899;31,032;30,942;30,986;30,978;28,911;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;30,998;31,007;31,033;30,973;31,227;31,233;31,291;31,003;31,327;31,376;31,369;31,282;0,002;0,002;0,002;invalide;invalide;invalide;0,087;0,288;0,060;0,63  °C;0,38  °C;0,33  °C;58,39  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
30/04/2023 08:36:11.215;mesure;29,920;30,158;29,921;29,692;30,049;30,040;30,203;29,900;29,781;29,943;30,165;30,014;31,172;31,151;31,165;31,135;31,200;31,095;31,078;31,147;31,026;30,791;30,912;30,993;30,705;30,746;30,915;30,714;30,537;30,382;30,131;30,379;30,775;30,759;30,778;28,754;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;30,666;30,880;30,915;30,382;31,072;31,172;31,200;30,791;29,982;30,819;30,203;29,692;0,002;0,002;0,002;invalide;invalide;invalide;0,511;0,409;0,533;1,28  °C;0,46  °C;0,62  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
30/04/2023 08:38:11.215;mesure;29,237;29,390;29,257;29,073;29,214;29,210;29,422;29,115;29,241;29,203;29,347;29,249;31,024;30,961;31,013;30,956;31,084;30,887;31,026;30,984;30,847;30,694;30,825;30,762;30,124;30,324;30,656;30,287;29,753;29,600;29,296;29,615;30,423;30,243;30,281;28,603;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;30,124;30,347;30,656;29,600;30,922;30,953;31,084;30,694;29,247;29,429;29,422;29,073;0,002;0,002;0,002;invalide;invalide;invalide;0,349;0,390;1,056;0,78  °C;0,43  °C;0,96  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
30/04/2023 08:40:11.215;mesure;28,931;29,145;29,044;28,680;28,958;28,910;29,504;28,802;28,993;28,903;28,955;29,063;31,036;30,968;31,027;30,959;31,085;30,925;31,036;30,997;30,876;30,736;30,879;30,817;29,733;29,987;30,385;29,952;29,462;29,275;29,016;29,310;30,082;29,868;29,891;28,468;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,799;29,962;30,385;29,275;30,945;30,932;31,085;30,736;28,991;29,221;29,504;28,680;0,002;0,002;0,002;invalide;invalide;invalide;0,825;0,349;1,109;0,80  °C;0,40  °C;0,89  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
30/04/2023 08:42:11.215;mesure;28,955;29,211;29,235;28,853;29,005;28,921;29,733;28,891;29,171;29,008;28,957;29,147;31,056;30,998;31,041;30,990;31,096;30,964;31,047;31,023;30,913;30,770;30,918;30,876;29,421;29,686;30,102;29,652;29,286;29,122;28,975;29,178;29,744;29,552;29,566;28,370;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,545;29,635;30,102;29,122;30,974;30,961;31,096;30,770;29,091;28,978;29,733;28,853;0,002;0,002;0,002;invalide;invalide;invalide;0,880;0,326;0,980;0,81  °C;0,39  °C;0,79  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
30/04/2023 08:44:11.215;mesure;29,041;29,364;29,416;29,027;29,167;29,043;29,912;29,099;29,337;29,202;29,065;29,291;31,072;31,024;31,056;31,017;31,104;30,995;31,056;31,043;30,937;30,792;30,948;30,926;29,311;29,536;29,889;29,497;29,319;29,177;29,071;29,239;29,539;29,406;29,401;28,270;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,455;29,497;29,889;29,177;30,997;30,987;31,104;30,792;29,247;29,209;29,912;29,027;0,002;0,002;0,002;invalide;invalide;invalide;0,885;0,312;0,712;0,81  °C;0,38  °C;0,61  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
30/04/2023 08:46:11.216;mesure;28,915;29,185;29,110;28,677;28,952;28,869;29,774;28,786;29,122;28,909;28,820;29,115;31,083;31,047;31,067;31,041;31,109;31,018;31,066;31,060;30,956;30,804;30,967;30,962;29,188;29,398;29,717;29,366;29,202;29,059;28,909;29,119;29,373;29,264;29,260;28,202;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,322;29,386;29,717;29,059;31,015;31,008;31,109;30,804;29,020;29,131;29,774;28,677;0,007;0,007;0,007;invalide;invalide;invalide;1,097;0,305;0,658;0,87  °C;0,38  °C;0,57  °C;58,40  °C;NaN  °C;NaN W;0,02 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
30/04/2023 08:48:11.215;mesure;28,674;28,983;29,007;28,488;28,815;28,658;29,725;28,604;28,856;28,742;28,611;29,018;31,091;31,063;31,077;31,057;31,113;31,037;31,071;31,072;30,967;30,812;30,981;30,988;29,049;29,250;29,551;29,219;29,048;28,904;28,750;28,961;29,214;29,119;29,111;28,109;invalide;0,061;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,170;29,246;29,551;28,904;31,027;31,022;31,113;30,812;28,848;28,940;29,725;28,488;0,007;0,007;0,007;invalide;invalide;invalide;1,237;0,301;0,647;0,92  °C;0,38  °C;0,57  °C;58,40  °C;NaN  °C;NaN W;0,02 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
30/04/2023 08:50:11.214;mesure;28,461;28,781;28,865;28,330;28,645;28,456;29,600;28,443;28,684;28,580;28,444;28,866;30,314;29,962;30,484;29,931;30,136;30,579;27,455;29,936;28,294;29,558;29,351;30,344;28,912;29,111;29,396;29,078;28,907;28,773;28,618;28,822;29,062;28,976;28,968;28,041;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;29,029;29,095;29,396;28,773;29,695;30,823;30,579;27,455;28,680;28,768;29,600;28,330;0,007;0,007;0,007;invalide;invalide;invalide;1,270;3,124;0,624;0,93  °C;2,96  °C;0,55  °C;58,40  °C;NaN  °C;NaN W;0,02 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.005E+00;OFF;
30/04/2023 08:52:11.215;mesure;28,006;28,316;28,688;28,089;28,413;28,028;29,824;28,256;28,281;28,401;28,091;28,670;25,529;25,005;26,559;24,569;25,687;27,261;18,560;25,075;21,064;22,986;21,375;25,159;28,701;28,916;29,203;28,883;28,642;28,515;28,337;28,566;28,873;28,762;28,758;27,988;invalide;0,002;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;invalide;28,810;28,910;29,203;28,515;24,069;26,468;27,261;18,560;28,422;28,507;29,824;28,006;0,002;0,002;0,002;invalide;invalide;invalide;1,818;8,702;0,688;1,20  °C;7,00  °C;0,61  °C;58,40  °C;NaN  °C;NaN W;0,00 W;NaN W;invalide;invalide;invalide;invalide;OFF;0.010E+00;OFF;
